,index,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_jx4q_fizf,:@computed_region_bh8s_q3mv,:@computed_region_p5aj_wyqh,:@computed_region_fyvs_ahh9,:@computed_region_f58d_8dbm,:@computed_region_9dfj_4gjx,:@computed_region_vtsz_7cme,:@computed_region_n4xg_c4py,:@computed_region_sruu_94in,:@computed_region_4isq_27mq,:@computed_region_viu7_rrfi,:@computed_region_fcz8_est8,:@computed_region_pigm_ib2e,:@computed_region_9jxd_iqea,:@computed_region_6ezc_tdp2,:@computed_region_6pnf_4xz7,:@computed_region_h4ep_8xdi,:@computed_region_nqbw_i6c3,:@computed_region_2dwj_jsy4,:@computed_region_y6ts_4iup,Neighborhoods,Plate
193,1073063,3450456,2014-03-13 10:41:13,2014-03-17 07:00:39,2014-03-17 07:00:39,Closed,Case is Invalid - NO MERRIT. CONTACT SUPERVISOR IF NEEDED,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of PACHECO ST and 10TH AVE,PACHECO ST,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
194,1075414,3440586,2014-03-10 12:50:46,2014-03-17 07:13:33,2014-03-17 07:13:33,Closed,"DPT Abandoned Vehicles- Gone on arrival - 3-14-14 VEH GOA @ 1015 HOURS
 #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of PACHECO ST and 9TH AVE,PACHECO ST,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
195,1086663,3390221,2014-02-21 16:56:36,2014-03-04 07:47:31,2014-03-04 07:47:31,Closed,DPT Abandoned Vehicles- Gone on arrival - 3-3-14  @ 1041  HRS #  229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of PACHECO ST and 9TH AVE,PACHECO ST,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
196,1093827,3357831,2014-02-11 11:30:38,2014-02-13 07:38:57,2014-02-13 07:38:57,Closed,"Case is Invalid - 2-12-14   * NO MERIT , REPEAT CALL VEH MOVES #  229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of PACHECO ST and 9TH AVE,PACHECO ST,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
197,1096329,3346973,2014-02-07 10:37:53,2014-02-14 11:05:37,2014-02-14 11:05:37,Closed,"DPT Abandoned Vehicles- Gone on arrival - 02-13-14 VEH GOA @ 1034 HOURS
 #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of PACHECO ST and 10TH AVE,PACHECO ST,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
198,1117515,3248379,2014-01-08 13:52:12,2014-01-10 06:56:09,2014-01-10 06:56:09,Closed,Case is Invalid - NO MERIT * VEH PARKED @ PACHECO /1OTH AV   ON 1-5-14    * VEH MOVES,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
199,3572805,3178572,2013-12-18 11:40:31,2013-12-24 11:11:16,2013-12-24 11:11:16,Closed,"12/23/13 goa @0800 hrs , #376",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of PACHECO ST and 9TH AVE,PACHECO ST,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
200,3632423,3129167,2013-12-04 08:36:32,2013-12-13 13:04:34,2013-12-13 13:04:34,Closed,12-13-13  @  1045  HRS #229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
201,3619748,3060300,2013-11-13 14:52:30,2013-11-22 07:23:11,2013-11-22 07:23:11,Closed,"11-21-13 VEH GOA @ 1048 HOURS
 #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
202,3635564,3052414,2013-11-11 16:01:44,2013-11-15 12:16:00,2013-11-15 12:16:00,Closed,11-15-13 @  1051 HRS # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
203,3580336,2980788,2013-10-24 08:12:00,2013-11-01 08:20:15,2013-11-01 08:20:15,Closed,"10/31/13 @ 1037 hrs, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
204,3630961,2970552,2013-10-21 15:38:10,2013-10-25 11:29:43,2013-10-25 11:29:43,Closed,10-25-13  @ 1029 HRS #  229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
205,3641138,2868957,2013-09-25 07:21:56,2013-09-30 12:09:41,2013-09-30 12:09:41,Closed,9-30-13 @   1024 HRS # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
206,3557956,2746012,2013-08-23 10:11:11,2013-08-28 13:05:55,2013-08-28 13:05:55,Closed,8-27-13   * NO MERIT #  G85  REPEAT CAll,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
207,3623631,2734090,2013-08-20 12:37:56,2013-08-21 17:51:50,2013-08-21 17:51:50,Closed,"8-21-13  @NO MERIT , REPEAT CALL #   G85 , CONTACT  ABANDONED AUTO SUPERVISOR",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
208,3548816,2710200,2013-08-13 15:25:06,2013-08-16 13:00:38,2013-08-16 13:00:38,Closed,8-16-13 @ 1141 HRS #  229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
209,909003,2330163,2013-05-06 09:53:40,2013-05-07 12:03:14,2013-05-07 12:03:14,Closed,NO MERIT - 5-7-13  *  NO MERIT # 229   VEH HAS BEEN MARKED AND MOVES,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
210,913467,2300728,2013-04-29 09:28:08,2013-04-30 17:41:04,2013-04-30 17:41:04,Closed,Case is a Duplicate - SEE SR #  2300110,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
211,913584,2300110,2013-04-29 07:21:23,2013-05-01 12:07:20,2013-05-01 12:07:20,Closed,DPT Abandoned Vehicles- Gone on arrival - 5-1-13 @ 1035  HRS #229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
212,921882,2247019,2013-04-15 14:31:43,2013-04-19 13:05:52,2013-04-19 13:05:52,Closed,DPT Abandoned Vehicles- Gone on arrival - 4-19-13 @ 1008 HRS # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and SOTELO AVE,9TH AVE,7.0,Forest Hill,TARAVAL,37.749645233154,-122.465042114258,"(37.74964523, -122.46504211)",Web,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
213,923576,2236389,2013-04-12 10:26:50,2013-04-15 11:13:59,2013-04-15 11:13:59,Closed,DPT Abandoned Vehicles- Gone on arrival - 4-15-12  @   1001  HRS #   229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
214,925074,2226892,2013-04-10 08:09:29,2013-04-12 15:54:07,2013-04-12 15:54:07,Closed,DPT Abandoned Vehicles- Gone on arrival - 4-12-13 @ 1022 HRS #   229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
215,927529,2212019,2013-04-05 19:23:21,2013-04-16 11:17:26,2013-04-16 11:17:26,Closed,DPT Abandoned Vehicles- Gone on arrival - 4-12-13  @  1200  HRS #229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
216,934621,2170575,2013-03-26 08:24:59,2013-03-29 14:16:44,2013-03-29 14:16:44,Closed,"DPT Abandoned Vehicles- Gone on arrival - 03/29/13 @ 1016 HRS, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
217,938203,2148513,2013-03-20 09:50:50,2013-03-21 10:37:34,2013-03-21 10:37:34,Closed,"DPT Abandoned Vehicles- Gone on arrival - 03/21/13 @ 1020 HRS, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
218,939268,2142238,2013-03-18 18:30:38,2013-03-21 10:36:53,2013-03-21 10:36:53,Closed,"DPT Abandoned Vehicles- Gone on arrival - 03/21/13 @ 1020 HRS, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
219,944839,2108854,2013-03-09 15:55:27,2013-03-14 12:45:00,2013-03-14 12:45:00,Closed,"DPT Abandoned Vehicles- Gone on arrival - 03/14/13 @ 1100 HRS, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
220,946584,2098300,2013-03-06 22:14:01,2013-03-08 11:15:41,2013-03-08 11:15:41,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 03/08/13 @ 1036 HRS, # 229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
221,952174,2062399,2013-02-26 13:52:34,2013-03-01 07:23:17,2013-03-01 07:23:17,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 02/28/13 @ 1051 HRS, # 85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
222,954582,2045892,2013-02-22 08:29:24,2013-03-01 07:18:40,2013-03-01 07:18:40,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 02/28/13 @ 1054 HRS, # 85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
223,960705,2005669,2013-02-12 08:01:25,2013-02-19 14:24:12,2013-02-19 14:24:12,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 02/19/13 @1147 HRS, #85",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
224,963662,1987438,2013-02-07 08:35:54,2013-02-11 14:38:08,2013-02-11 14:38:08,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 02/11/13 @1016 HRS, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
225,964700,1980798,2013-02-05 15:04:43,2013-02-07 12:38:43,2013-02-07 12:38:43,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 02/07/13 @ 1021 hrs, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and ALTON AVE,9TH AVE,7.0,Forest Hill,TARAVAL,37.750331878662,-122.465377807617,"(37.75033188, -122.46537781)",Web,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
226,971780,1935967,2013-01-25 08:26:58,2013-02-04 11:28:00,2013-02-04 11:28:00,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 02/04/13 @ 1014 HRS, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
227,973961,1923146,2013-01-22 09:31:12,2013-01-28 11:34:41,2013-01-28 11:34:41,Closed,DPT Abandoned Vehicles - Gone on Arrival - 1-28-13 @   0946 hrs # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
228,976216,1908510,2013-01-17 17:46:53,2013-01-23 10:37:10,2013-01-23 10:37:10,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 01/22/13 @1016 hrs, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
229,666334,1734911,2012-11-28 22:14:58,2012-11-30 10:01:56,2012-11-30 10:01:56,Closed,Case is a Duplicate - MARKED UNDER CASE # 1727834,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
230,667608,1727834,2012-11-27 10:33:07,2012-12-04 10:05:45,2012-12-04 10:05:45,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 12/03/12 @1012 hrs,#229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
231,668142,1723504,2012-11-26 11:02:35,2012-11-27 10:18:50,2012-11-27 10:18:50,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 11/26/12 @ 1020 HRS, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and ALTON AVE,9TH AVE,7.0,Forest Hill,TARAVAL,37.750331878662,-122.465377807617,"(37.75033188, -122.46537781)",Web,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
232,669401,1712065,2012-11-22 11:38:00,2012-11-27 11:00:21,2012-11-27 11:00:21,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 11/26/12 @ 1021hrs,  #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and ALTON AVE,9TH AVE,7.0,Forest Hill,TARAVAL,37.750331878662,-122.465377807617,"(37.75033188, -122.46537781)",Web,,45.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
233,670363,1704291,2012-11-20 09:53:41,2012-11-27 10:47:00,2012-11-27 10:47:00,Closed,"DPT Abandoned Vehicles - Gone on Arrival - 11/26/12 @ 1019 hrs, #229",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 9TH AVE and PACHECO ST,9TH AVE,7.0,Forest Hill,TARAVAL,37.750988006592,-122.465400695801,"(37.75098801, -122.4654007)",Web,,45.0,10.0,8.0,14.0,4.0,1.0,5.0,29491.0,8.0,12.0,12.0,,45.0,,8.0,,,,,,,1.0,,,,,45.0,3LXY721
234,683038,1597177,2012-10-25 13:21:15,2012-10-29 11:03:16,2012-10-29 11:03:16,Closed,DPT Abandoned Vehicles - Gone on Arrival - 10-29-12 @   0957 hrs # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,white - Dodge - Van (camper) - 3LXY721,Intersection of 10TH AVE and PACHECO ST,10TH AVE,7.0,Golden Gate Heights,TARAVAL,37.750938415527,-122.466468811035,"(37.75093842, -122.46646881)",Web,,44.0,10.0,8.0,41.0,4.0,1.0,5.0,29491.0,8.0,40.0,40.0,,44.0,,8.0,,,,,,,1.0,,,,,44.0,3LXY721
